,tic,url,supply_chain_risk,regulatory_risk,inflationary_risk,macro_risk,debt_risk,liquidity_risk,doctype,gvkey,lpermno,datadate,fyear,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
0,MMM,https://www.sec.gov/Archives/edgar/data/66740/000155837020000581/mmm-20191231x10k62bf35.htm,3.0,6.0,1.0,4.0,1.0,0.0,Risk Section,7435.0,22592.0,2019-12-31,2019.0,2670.0,267.0,21299.0,1.0,101474.14,10.706811,10.377732,1.0,0.0,0.19824561,,,4.57639,9.229359,4.6632156,0.14429343,-0.011195951,0.07425155,0.07275129,-0.019257037,-0.013569493,0.15385477,0.47692513,0.17348257,3.0468693,0.19393627,0.22819589,0.06540675,0.042790927,0.40833876,2.7495542,,0.07425155,0.14380957,both
1,ABT,https://www.sec.gov/Archives/edgar/data/1800/000110465920023904/abt-20191231x10k59d41b.htm,4.0,7.0,2.0,5.0,3.0,1.0,Risk Section,1078.0,20482.0,2019-12-31,2019.0,3845.0,384.0,19099.0,1.0,153091.02,11.1256,10.370486,1.0,0.0,0.09565857,,,4.6821313,9.101975,4.429035,0.026735606,0.00023568577,0.03343792,-0.023553846,-0.0061867516,0.01960611,0.090149805,0.28133515,0.110918164,2.7971485,0.11865306,0.1321608,0.060983695,0.03594208,0.25654396,2.5206811,,0.03343792,0.0881198,both
2,ABBV,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000007/abbv-20191231x10k.htm,2.0,7.0,2.0,3.0,4.0,0.0,Risk Section,16101.0,13721.0,2019-12-31,2019.0,2836.0,283.0,67088.0,1.0,130942.87,11.397683,10.412292,1.0,0.0,0.06456207,1.0,0.0,3.4339871,8.103797,4.7022967,-0.0066879876,0.3662122,0.07143579,0.29452953,-0.006968524,0.021107558,0.14339899,0.752825,0.33877546,2.5610714,0.17810693,0.037098132,0.44800538,0.076216124,0.70948774,2.2115889,,0.07143579,0.05756618,both
3,ABMD,https://www.sec.gov/Archives/edgar/data/815094/000156459019020329/abmd-10k_20190331.htm,3.0,11.0,0.0,7.0,1.0,2.0,Risk Section,13619.0,75107.0,2019-03-31,2018.0,3841.0,384.0,0.0,0.0,12886.678,6.9606757,6.645653,0.0,0.0,0.016494533,1.0,0.0,0.8633118,4.9836407,4.6612277,0.11045236,0.074023135,0.0,0.0,-0.052900095,0.03683895,0.23737559,0.0,0.0,12.333838,0.22574942,0.13753076,0.46635354,0.08868341,0.0,12.164233,,0.0,,both
4,ACN,https://www.sec.gov/Archives/edgar/data/1467373/000146737319000339/acn831201910k.htm,4.0,10.0,1.0,6.0,2.0,0.0,Risk Section,143357.0,89071.0,2019-08-31,2019.0,8742.0,874.0,22.658,1.0,125991.336,10.301924,10.6739435,1.0,0.0,0.22726458,1.0,0.0,5.2522736,7.238616,1.0394188,0.05893196,0.035766948,0.06258343,-0.00016018862,-0.061855536,0.0025779223,0.21929805,0.0007605939,0.00017980543,4.7456474,0.23239502,0.04669928,0.20578015,0.026845828,0.0005453866,4.241083,,0.06258343,0.2829464,both
5,ATVI,https://www.sec.gov/Archives/edgar/data/718877/000071887720000003/atvi-12312019x10xk.htm,2.0,7.0,0.0,5.0,3.0,1.0,Risk Section,180405.0,79678.0,2019-12-31,2019.0,7372.0,737.0,2948.0,1.0,45679.72,9.895707,8.7778635,1.0,0.0,0.07960808,1.0,0.0,2.3223877,6.1862087,3.9649453,0.0011085916,0.07906274,0.014260519,0.0,0.0023179643,0.006147644,0.09211388,0.14855127,0.060623858,2.6565745,0.11655329,0.024439406,0.29543966,0.050289746,0.14537667,2.4196594,,0.014260519,0.02137042,both
6,ADBE,https://www.sec.gov/Archives/edgar/data/796343/000079634320000013/adbe10kfy19.htm,5.0,6.0,0.0,4.0,3.0,3.0,Risk Section,12540.0,75510.0,2019-11-30,2019.0,7370.0,737.0,4138.267,1.0,149298.39,9.940899,9.321103,0.0,0.0,0.079033844,1.0,0.0,3.1626863,7.165505,4.0452785,0.021942744,0.048522618,0.0,0.0,-0.14242342,0.0005744519,0.21288878,0.19931544,0.026970524,7.683632,0.1851193,0.06227676,0.20117983,0.09296748,0.047630526,7.4422717,,0.0,0.7610294,both
7,AMD,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,11.0,1.0,0.0,8.0,3.0,0.0,Risk Section,1161.0,61241.0,2019-12-31,2019.0,3674.0,367.0,728.0,1.0,53656.2,8.70417,8.814479,0.0,0.0,0.083333336,0.0,1.0,2.5176964,6.559615,4.1245847,0.024717983,0.0642004,0.0,-0.07846715,0.08676178,0.09107498,0.08062375,0.12076974,0.013386241,9.432183,0.12027206,0.116954215,0.25,0.2566357,0.11363637,8.419087,,0.0,0.059065934,both
8,AAP,https://www.sec.gov/Archives/edgar/data/1158449/000115844920000035/aap10k12282019secreport.htm,6.0,3.0,0.0,1.0,0.0,0.0,Risk Section,145977.0,89217.0,2019-12-31,2019.0,5531.0,553.0,3242.461,1.0,11088.197,9.327992,9.180809,1.0,0.0,0.23653618,1.0,0.0,4.2195077,8.242635,4.0376787,0.04115553,-0.042482194,0.0015277559,-0.032838617,-0.04401475,-0.0054644495,0.07705446,0.28825656,0.22626044,1.6702316,0.08942186,0.3376921,0.037219547,0.0,0.24576369,1.2676175,,0.0015277559,0.14741334,both
9,AES,https://www.sec.gov/Archives/edgar/data/874761/000087476120000012/a2019form10-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
10,AFL,https://www.sec.gov/Archives/edgar/data/4977/000000497720000044/afl12311910k.htm,3.0,17.0,1.0,13.0,13.0,11.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
11,A,https://www.sec.gov/Archives/edgar/data/1090872/000109087219000022/a-10312019x10k.htm,2.0,3.0,0.0,1.0,0.0,2.0,Risk Section,126554.0,87432.0,2019-10-31,2019.0,3826.0,382.0,2407.0,1.0,23412.129,9.153981,8.5492735,1.0,0.0,0.0,1.0,0.0,2.8507066,6.7464123,3.9540713,0.16821836,-0.09162082,0.021794328,0.06347863,-0.07247143,0.015552264,0.10738468,0.2546551,0.09322546,2.974622,0.1347863,0.08992806,0.14621244,0.04274228,0.1894837,2.767827,,0.021794328,0.25592023,both
12,APD,https://www.sec.gov/Archives/edgar/data/2969/000000296919000051/apd-10xkx30sep19.htm,6.0,9.0,0.0,6.0,2.0,0.0,Risk Section,1209.0,28222.0,2019-09-30,2019.0,2810.0,281.0,3326.0,1.0,48901.273,9.849179,9.095928,1.0,0.0,0.2143208,1.0,0.0,2.9285235,9.24364,6.3699784,0.11156745,-0.028644128,0.052473765,-0.022420129,0.0035950334,-0.002607851,0.15422218,0.17558122,0.063683204,2.9979978,0.16910383,0.54572713,0.12747324,0.003848428,0.17037608,2.7138522,,0.052473765,0.02964522,both
13,AKAM,https://www.sec.gov/Archives/edgar/data/1086222/000108622220000045/akam10k123119.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,125595.0,87299.0,2019-12-31,2019.0,7370.0,737.0,2671.435,1.0,13993.646,8.854649,7.9702625,0.0,0.0,0.10039802,1.0,0.0,2.1660779,7.5556974,5.510842,0.23804212,-0.09174418,0.0,0.06359872,-0.050332345,0.033038355,0.13303156,0.38125852,0.16030134,2.475076,0.14125447,0.27267504,0.2193548,0.037301164,0.36135483,2.382912,,0.0,0.052205276,both
14,ALK,https://www.sec.gov/Archives/edgar/data/766421/000076642120000013/alk-20191231.htm,1.0,5.0,0.0,2.0,1.0,0.0,Risk Section,1230.0,28804.0,2019-12-31,2019.0,4512.0,451.0,3207.0,1.0,8333.25,9.472166,9.080345,1.0,0.0,0.24311024,1.0,0.0,3.2242215,9.061144,5.877406,0.060878936,0.0090818135,0.013314862,-0.04679443,-0.005772339,-0.030785808,0.13584238,0.24682522,0.27789694,1.3080312,0.11775571,0.6628954,0.11706303,0.0,0.2080351,0.834615,,0.013314862,0.15715621,both
15,ALB,https://www.sec.gov/Archives/edgar/data/915913/000091591320000040/a1231201910-kdocument.htm,5.0,10.0,1.0,6.0,5.0,0.0,Risk Section,29751.0,80191.0,2019-12-31,2019.0,2810.0,281.0,3188.08,1.0,7745.1616,9.196329,8.185748,1.0,0.0,0.14187731,0.0,1.0,1.9459101,8.526022,6.7340636,0.16870987,0.005860542,0.015435159,0.13145179,-0.0006304722,0.021241447,0.059184268,0.32330638,0.29159513,1.3866712,0.09899073,0.5114499,0.0621761,0.0059109433,0.3019621,1.0677297,,0.01543516,0.06601873,both
16,ARE,https://www.sec.gov/Archives/edgar/data/1035443/000103544320000042/a4q1910-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
17,ALXN,https://www.sec.gov/Archives/edgar/data/899866/000089986620000012/alxn10k12312019.htm,5.0,26.0,1.0,9.0,4.0,0.0,Risk Section,62263.0,83111.0,2019-12-31,2019.0,2836.0,283.0,2762.7,1.0,23933.596,9.772502,8.515411,0.0,0.0,0.0,1.0,0.0,1.4065871,7.2213244,6.0950146,-0.0005528767,0.07730584,0.0,-0.019835163,-0.022006772,0.016039122,0.11859489,0.15746725,0.10348626,1.7216918,0.14316656,0.07793281,0.1588694,0.05026618,0.14887771,1.4147019,,0.0,0.05454809,both
18,ALGN,https://www.sec.gov/Archives/edgar/data/1097149/000109714920000008/algn-20191231x10k.htm,4.0,12.0,0.0,5.0,1.0,2.0,Risk Section,141384.0,88860.0,2019-12-31,2019.0,3843.0,384.0,59.2,1.0,21885.943,7.824327,7.7860518,0.0,0.0,0.20238218,1.0,0.0,2.7427735,6.5352035,3.8575356,0.14013825,-0.034563094,0.0,-0.01830406,-0.17585742,-0.030076753,0.29973665,0.023673354,0.0026976357,9.213604,0.23732255,0.27511236,0.34735325,0.06292673,0.01738032,8.886138,,0.0,0.2658277,both
19,ALLE,https://www.sec.gov/Archives/edgar/data/1579241/000157924120000013/alle10k12312019doc.htm,7.0,8.0,1.0,5.0,3.0,3.0,Risk Section,316056.0,14297.0,2019-12-31,2019.0,3420.0,342.0,1509.1,1.0,11547.847,7.995374,7.9564767,1.0,0.0,0.15392715,0.0,1.0,2.4849067,5.923721,3.5231469,0.026152601,0.02295093,0.033904016,-0.0060326234,-0.073975466,0.008897277,0.16301565,0.508594,0.11557832,4.6365757,0.21949987,0.12564033,0.12088838,0.018434888,0.4998652,,,0.033904016,0.017162548,both
20,LNT,https://www.sec.gov/Archives/edgar/data/52485/000035254120000021/lnt1231201910-k.htm,1.0,6.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
21,ALL,https://www.sec.gov/Archives/edgar/data/899051/000089905120000013/allcorp-12311910xk.htm,0.0,14.0,3.0,5.0,2.0,7.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
22,GOOGL,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000008/goog10-k2019.htm,4.0,5.0,0.0,9.0,2.0,2.0,Risk Section,160329.0,90319.0,2019-12-31,2019.0,7370.0,737.0,15967.0,1.0,921949.0,12.527826,11.994469,0.0,0.0,0.13329968,1.0,0.0,4.7866497,10.709606,6.5672617,0.10688669,0.0065130168,0.0,-0.00097133475,-0.08394434,-0.0037657344,0.19831538,0.05787053,0.017023912,3.6113937,0.17445244,0.30657572,0.4337481,0.094299205,0.053524893,3.413887,,0.0,0.075092375,both
23,GOOG,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000008/goog10-k2019.htm,4.0,5.0,0.0,9.0,2.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
24,MO,https://www.sec.gov/Archives/edgar/data/764180/000076418020000018/a2019form10-kq4.htm,5.0,7.0,0.0,4.0,0.0,0.0,Risk Section,8543.0,13901.0,2019-12-31,2019.0,2111.0,211.0,28042.0,1.0,92731.88,10.805091,9.893235,1.0,0.0,1.0,1.0,0.0,2.1162555,7.6009026,5.612528,0.048669603,0.01475513,0.123175904,0.047106817,-0.017150048,0.0034908974,0.15664387,0.56913805,0.23218596,2.7557971,0.21836375,0.040571533,0.04296645,0.0034097137,0.54884213,2.359213,,0.123175904,0.035660796,both
25,AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/amzn-20191231x10k.htm,2.0,6.0,0.0,9.0,2.0,1.0,Risk Section,64768.0,84788.0,2019-12-31,2019.0,5961.0,596.0,77535.0,1.0,920224.3,12.324957,12.544408,0.0,0.0,0.17003295,1.0,0.0,5.2522736,10.709606,4.8090415,0.107796736,0.018810378,0.0,0.0,0.0,0.055512145,0.12660712,0.34422058,0.07770912,4.8098645,0.13248508,0.4343923,0.24549386,0.15951751,0.28060183,,,0.0,0.18481976,both
26,AMCR,https://www.sec.gov/Archives/edgar/data/1748790/000174879019000003/amcor-2019form10xkxjune302.htm,5.0,5.0,0.0,5.0,3.0,1.0,Risk Section,100243.0,18724.0,2019-06-30,2019.0,2670.0,267.0,6103.2,1.0,18665.506,9.7506275,9.154637,1.0,0.0,0.28535774,,,3.9318256,8.288032,4.375757,-0.00059423246,-0.0011185552,0.03959802,-0.0034780076,-5.2432275e-05,0.0010428197,0.041415673,0.35556075,0.24640772,1.7606469,0.07376639,0.23157588,0.035048064,0.0037285173,0.30929217,1.0866966,,0.039598018,0.13012846,both
27,AEE,https://www.sec.gov/Archives/edgar/data/18654/000100291020000077/aee201910-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
28,AAL,https://www.sec.gov/Archives/edgar/data/4515/000000620120000023/a10k123119.htm,2.0,10.0,0.0,3.0,2.0,4.0,Risk Section,1045.0,21020.0,2019-12-31,2019.0,4512.0,451.0,33444.0,1.0,12280.862,11.002016,10.73134,1.0,0.0,0.2526596,0.0,1.0,4.90305,10.685858,5.790237,0.037386447,6.6672226e-05,0.0029669139,-0.0038336527,-0.018284857,-0.0050004167,0.06253854,0.5574465,0.73141825,1.2066649,0.10040837,0.72892743,0.066405535,0.0,0.4812901,0.76890826,,0.0029669139,0.13661644,both
29,AEP,https://www.sec.gov/Archives/edgar/data/4904/000000490420000007/aep10klegal20194q.htm,5.0,8.0,0.0,5.0,3.0,1.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
30,AXP,https://www.sec.gov/Archives/edgar/data/4962/000000496220000030/axp-20191231.htm,1.0,14.0,1.0,8.0,7.0,8.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
31,AIG,https://www.sec.gov/Archives/edgar/data/5272/000110465920023889/aig-20191231.htm,0.0,36.0,1.0,9.0,11.0,25.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
32,AMT,https://www.sec.gov/Archives/edgar/data/1053507/000105350720000028/amt1231201910k.htm,0.0,4.0,2.0,5.0,4.0,1.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
33,AWK,https://www.sec.gov/Archives/edgar/data/1410636/000141063620000040/a12312019-awkx10kdocum.htm,8.0,16.0,1.0,1.0,10.0,11.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
34,AMP,https://www.sec.gov/Archives/edgar/data/820027/000082002720000010/amp12312019.htm,0.0,31.0,1.0,14.0,9.0,11.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
35,ABC,https://www.sec.gov/Archives/edgar/data/1140859/000114085919000040/a10-kx9302019.htm,5.0,12.0,1.0,4.0,2.0,3.0,Risk Section,31673.0,81540.0,2019-09-30,2019.0,5122.0,512.0,4493.41,1.0,17022.633,10.575717,12.098427,1.0,0.0,0.11666508,1.0,0.0,3.1354942,7.479591,4.387984,0.009594409,0.022507874,0.0086534815,-0.0033971476,-0.015413671,-0.009152358,0.059566583,0.1147098,0.20883998,1.3610672,0.0613319,0.045198534,0.08613795,0.0,0.11116104,0.5089378,,0.0086534815,0.03093686,both
36,AME,https://www.sec.gov/Archives/edgar/data/1037868/000119312520043133/d878806d10k.htm,3.0,2.0,0.0,3.0,0.0,0.0,Risk Section,1598.0,85257.0,2019-12-31,2019.0,3823.0,382.0,2954.386,1.0,22848.738,9.1946745,8.548412,1.0,0.0,0.1948599,,,2.9496884,6.5924788,3.6951952,0.116909765,0.003967166,0.01295091,0.013276877,0.00797029,0.0054577356,0.112580664,0.30010343,0.11449722,2.8013246,0.14337076,0.074009106,0.039923575,0.016445633,0.24520266,2.5531797,,0.01295091,0.18293953,both
37,AMGN,https://www.sec.gov/Archives/edgar/data/318154/000031815420000019/amgn-12312019x10kq420191.htm,0.0,0.0,0.0,0.0,0.0,0.0,10K,1602.0,14008.0,2019-12-31,2019.0,2836.0,283.0,30431.0,1.0,142568.8,10.997205,10.0588665,1.0,0.0,0.14182535,1.0,0.0,3.1945832,8.593783,5.4408627,-0.09561693,-0.015207597,0.05877033,-0.075602524,-0.13129114,0.010652018,0.15483947,0.5096722,0.17590193,3.2257993,0.19689484,0.09039141,0.14924549,0.06893664,0.45786926,2.9422405,,0.05877033,0.10163978,both
38,APH,https://www.sec.gov/Archives/edgar/data/820313/000155837020000728/aph-20191231x10k7e830b.htm,8.0,6.0,2.0,9.0,2.0,2.0,Risk Section,14282.0,84769.0,2019-12-31,2019.0,3678.0,367.0,3806.1,1.0,32241.717,9.288735,9.014982,1.0,0.0,0.22321609,1.0,0.0,4.317488,7.087323,2.782422,0.11361472,-0.035883687,0.02584254,0.0053904117,-0.032878738,0.012750219,0.1310619,0.3519116,0.10558476,3.5621948,0.17946465,0.1105543,0.08400906,0.021654107,0.3096297,3.304898,,0.02584254,0.12014923,both
39,ADI,https://www.sec.gov/Archives/edgar/data/6281/000000628119000144/adi-20191102.htm,5.0,4.0,0.0,6.0,2.0,0.0,Risk Section,1632.0,60871.0,2019-10-31,2019.0,3674.0,367.0,5491.919,1.0,39272.043,9.970802,8.698025,1.0,0.0,0.08259722,0.0,0.0,2.85647,7.1074166,4.3093157,0.013704994,-0.007865742,0.03634339,-0.03973329,-0.023208074,0.0017816406,0.105124,0.25672,0.12268617,2.2884269,0.122356,0.057028443,0.030305842,0.05283817,0.24271207,1.9990219,,0.036343385,0.05456508,both
40,ANSS,https://www.sec.gov/Archives/edgar/data/1013462/000101346220000004/anss2019123110k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,63080.0,83621.0,2019-12-31,2019.0,7372.0,737.0,608.458,1.0,22068.79,8.48444,7.3237596,0.0,0.0,0.13641469,1.0,0.0,1.6292405,5.2486386,3.8323832,0.17226027,0.019623315,0.0,0.10332955,-0.013939983,0.029109174,0.102494024,0.12574337,0.026831212,4.8470435,0.12030576,0.03912201,0.18028568,0.06162781,0.10649122,4.5917425,,0.0,0.1531067,both
41,ANTM,https://www.sec.gov/Archives/edgar/data/1156039/000115603920000003/antm-2019123110kq42019.htm,1.0,20.0,0.0,6.0,5.0,3.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42,AON,https://www.sec.gov/Archives/edgar/data/315293/000162828020001607/aonplc201910-k.htm,0.0,13.0,2.0,9.0,6.0,6.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
43,AOS,https://www.sec.gov/Archives/edgar/data/91142/000119312520046736/d846284d10k.htm,4.0,3.0,0.0,4.0,1.0,0.0,Risk Section,9771.0,65402.0,2019-12-31,2019.0,3630.0,363.0,334.7,1.0,7735.402,8.0255165,8.003931,1.0,0.0,0.21626773,,,2.7788193,6.3857,3.6693184,-0.011085677,0.037377372,0.048790056,0.020470895,-0.09424461,0.0020928711,0.14885546,0.10945062,0.041474074,2.9845004,0.17769784,0.19368869,0.18031393,0.028744277,0.103302814,,,0.04879006,0.056169704,both
44,AAPL,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/a10-k20199282019.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,1690.0,14593.0,2019-09-30,2019.0,3663.0,366.0,108047.0,1.0,995151.56,12.7323265,12.469106,1.0,0.0,0.15943837,,,4.9272537,10.528864,5.6088567,-0.13558,0.0718164,0.041708518,-0.023097875,-0.18351789,0.010613974,0.2046757,0.3191784,0.09793976,3.6724396,0.22591843,0.11041723,0.29712036,0.047906157,0.27120432,3.3561287,,0.041708518,0.15030496,both
45,AMAT,https://www.sec.gov/Archives/edgar/data/6951/000000695119000046/amat-20191027.htm,9.0,5.0,0.0,6.0,6.0,2.0,Risk Section,1704.0,14702.0,2019-10-31,2019.0,3559.0,355.0,5313.0,1.0,49702.16,9.8534565,9.589325,1.0,0.0,0.17222393,,,3.1354942,7.333023,4.241327,0.023286374,-0.016347772,0.040527754,0.0,-0.123212785,0.006044996,0.17067914,0.2792788,0.09657338,3.1808326,0.19633095,0.08037216,0.19018082,0.10796888,0.2477397,2.9511995,,0.040527754,0.11293055,both
46,APTV,https://www.sec.gov/Archives/edgar/data/1521332/000152133220000012/aptv1231201910-k.htm,7.0,7.0,1.0,4.0,0.0,0.0,Risk Section,118122.0,13103.0,2019-12-31,2019.0,3714.0,371.0,4787.0,1.0,24244.701,9.507403,9.571993,1.0,0.0,0.11764706,,,4.955827,8.222285,3.2732565,0.082546994,-0.010327661,0.016791739,0.0031205884,-0.033732075,0.013819749,0.11962256,0.35567278,0.16488872,2.517624,0.1590757,0.2765436,0.03180028,0.08655918,0.31948882,2.1507723,,0.016791739,0.10173386,both
47,ADM,https://www.sec.gov/Archives/edgar/data/7084/000000708420000009/adm-20191231x10k.htm,6.0,8.0,0.0,6.0,2.0,1.0,Risk Section,1722.0,10516.0,2019-12-31,2019.0,2070.0,207.0,9877.0,1.0,25816.95,10.691876,11.076837,1.0,0.0,0.13161209,,,3.6661224,9.3127165,5.672412,-0.11953088,-0.019387685,0.01793304,0.0068413755,-0.0034093233,0.17637566,-0.12441757,0.22449258,0.27671358,1.1502136,0.060526855,0.25176716,0.12069005,0.0035002388,0.19212674,0.7904641,,0.01793304,0.14417334,both
48,ANET,https://www.sec.gov/Archives/edgar/data/1596532/000159653220000024/anet20191231-10k.htm,13.0,6.0,1.0,13.0,4.0,1.0,Risk Section,20748.0,14714.0,2019-12-31,2019.0,3576.0,357.0,99.074,1.0,15537.522,8.339332,7.787675,0.0,0.0,0.00278683,1.0,0.0,1.1939225,4.852366,4.0116167,0.06787391,0.11023155,0.0,0.0,-0.05207859,-0.00974795,0.23018405,0.023671955,0.0063360333,4.020779,0.20026067,0.030354647,0.65093887,0.110567965,0.019836618,3.671484,,0.0,0.16202031,both
49,AJG,https://www.sec.gov/Archives/edgar/data/354190/000119312520028191/d879025d10k.htm,1.0,14.0,0.0,9.0,6.0,4.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
50,AIZ,https://www.sec.gov/Archives/edgar/data/1267238/000126723820000004/aiz1231201910k.htm,1.0,34.0,8.0,16.0,7.0,4.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
51,T,https://www.sec.gov/Archives/edgar/data/732717/000156276220000064/t-20191231.htm,1.0,8.0,1.0,27.0,24.0,1.0,Risk Section,9899.0,66093.0,2019-12-31,2019.0,4812.0,481.0,188402.0,1.0,283508.0,13.220703,12.107716,1.0,0.0,0.20079328,,,5.2522736,10.709606,6.43317,0.030253649,0.0124984365,0.026987197,-0.024871798,-0.0011274876,0.0140990345,0.09573857,0.34151277,0.3992329,1.1799757,0.107466616,0.2794556,0.022210782,0.002312981,0.31379867,0.7521295,,0.026987197,0.08115094,both
52,ATO,https://www.sec.gov/Archives/edgar/data/731802/000073180219000037/ato201993010-k.htm,1.0,5.0,0.0,0.0,0.0,1.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
53,ADSK,https://www.sec.gov/Archives/edgar/data/769397/000076939719000016/adsk-0131201910xk.htm,1.0,8.0,2.0,12.0,1.0,0.0,Risk Section,1878.0,85631.0,2019-01-31,2018.0,7370.0,737.0,2087.7,1.0,32295.68,8.461512,7.8515835,0.0,0.0,1.0,1.0,0.0,2.360854,5.015291,2.7468703,0.15021569,-0.040598832,0.0,0.10572613,-0.07316248,-0.017761989,0.0770532,0.44144887,0.060718287,7.8735895,0.026579548,0.031654403,0.20164087,0.15330288,0.44144887,7.2380066,,0.0,0.0,both
54,ADP,https://www.sec.gov/Archives/edgar/data/8670/000000867019000021/q4fy1910k.htm,0.0,7.0,0.0,4.0,0.0,2.0,Risk Section,1891.0,44644.0,2019-06-30,2019.0,7374.0,737.0,2266.7,1.0,71786.29,10.642748,9.559249,1.0,0.0,0.2371573,1.0,0.0,4.0775375,6.640137,2.5783865,0.052466474,0.00606622,0.03086825,0.006204685,-0.020645678,-0.011564254,0.103841946,0.054113735,0.030609163,2.5848658,0.08331324,0.018244019,0.046784617,0.015190617,0.047799233,1.755297,,0.03086825,0.116689466,both
55,AZO,https://www.sec.gov/Archives/edgar/data/866787/000119312519276201/d771460d10k.htm,7.0,6.0,0.0,5.0,0.0,0.0,Risk Section,23809.0,76605.0,2019-08-31,2019.0,5531.0,553.0,5386.249,1.0,26482.424,9.199877,9.381242,0.0,0.0,0.20386219,1.0,0.0,4.574711,8.389303,3.8247278,0.049701933,-0.0041960757,0.0,0.015298539,-0.18351789,-0.0052808668,0.21372521,0.54429024,0.16901392,3.849285,0.26064277,0.4445018,0.024682716,0.0,0.53860646,3.2921734,,0.0,0.010442518,both
56,AVB,https://www.sec.gov/Archives/edgar/data/915912/000091591220000004/a201910-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
57,AVY,https://www.sec.gov/Archives/edgar/data/8818/000110465920025360/avy-20191228x10k9cf60b.htm,6.0,6.0,1.0,6.0,3.0,0.0,Risk Section,1913.0,44601.0,2019-12-31,2019.0,2670.0,267.0,2079.8,1.0,10906.071,8.610465,8.86363,1.0,0.0,0.0,0.0,1.0,3.4339871,7.2077117,3.8057733,0.045729484,0.0039535053,0.034561288,-0.0043543214,-0.04647646,0.015741145,0.13507506,0.37891707,0.16015868,2.7676125,0.18187946,0.24573678,0.055604137,0.016870718,0.29117477,2.3739579,,0.034561288,0.23156072,both
58,BKR,https://www.sec.gov/Archives/edgar/data/1701605/000170160520000019/fiscalyear2019form10-k.htm,1.0,2.0,1.0,1.0,0.0,0.0,Risk Section,32106.0,75034.0,2019-12-31,2019.0,1389.0,138.0,7464.0,1.0,16661.166,10.884985,10.079036,1.0,0.0,1.0,1.0,0.0,4.2341065,8.863616,4.6439667,0.019580655,-0.0088815605,0.0074013006,-0.010998894,0.0,0.0056961905,0.02909929,0.13985647,0.30938646,0.9012941,0.056549683,0.13245517,0.06087804,0.012872641,0.13007551,0.40543482,,0.0074013006,0.069935694,both
